1.1291e-10,6.7743e-11,3.1991e-10,9.7852e-11,1.0162e-10,1.6299e-09,9.4088e-11,1.1291e-10,1.3549e-10,9.0325e-11,1.7312e-10,7.9034e-11,1.0538e-10,1.1291e-10,7.9034e-11,9.4088e-11,2.7098e-10,6.0216e-11,3.3873e-10,1.3925e-10,1.4301e-10,1.1667e-10,2.1452e-10,1.1291e-10,1.3549e-10,9.4088e-11,1.656e-10,8.6561e-11,5.2689e-11,5.5127e-08,1.0914e-10,3.8013e-10,1.9194e-10,1.7689e-10,9.0325e-11,1.4567e-09,9.0325e-11,1.0162e-10,2.6126e-09,2.5969e-10,3.0307e-09,1.0914e-10,1.0313e-09,1.2043e-10,1.3549e-10,1.6936e-10,1.1667e-10,8.6561e-11,1.9194e-10,1.656e-10,1.2043e-10,8.9957e-10,9.4088e-11,1.1667e-10,3.3496e-10,3.0109e-10,8.2798e-11,7.9034e-11,9.0325e-11,9.0325e-11,9.0325e-11,9.7852e-11,9.7852e-11,9.4088e-11,4.1456e-09,1.3925e-10,2.8603e-10,9.0325e-11,9.4088e-11,1.6936e-10,8.6561e-11,1.1667e-10,8.2798e-11,2.6616e-09,1.0162e-10,4.7423e-10,1.0914e-10,4.3282e-10,1.5807e-10,7.527e-11,1.0162e-10,2.4087e-10,1.5431e-10,3.6763e-08,5.2689e-11,3.5755e-10,2.1452e-10,1.2043e-10,1.7173e-08,5.9091e-10,1.242e-10,1.5679e-07,5.7585e-10,7.9034e-11,1.4301e-10,7.9034e-11,1.1291e-10,9.0325e-11,4.2134e-09,1.8613e-08,2.1452e-10
6.7744e-11,3.5645e-06,1.8575e-10,5.6817e-11,5.9002e-11,9.4639e-10,5.4632e-11,6.5558e-11,7.867e-11,5.2446e-11,1.0052e-10,4.5891e-11,6.1188e-11,6.5558e-11,4.5891e-11,5.4632e-11,1.5734e-10,3.4964e-11,1.9668e-10,8.0855e-11,8.3041e-11,6.7744e-11,1.2456e-10,6.5558e-11,7.867e-11,5.4632e-11,9.6153e-11,5.0261e-11,3.0594e-11,3.2009e-08,6.3373e-11,2.2072e-10,1.1145e-10,1.0271e-10,5.2446e-11,8.4583e-10,5.2446e-11,5.9002e-11,1.517e-09,1.5079e-10,1.7597e-09,6.3373e-11,5.9883e-10,6.9929e-11,7.867e-11,9.8338e-11,6.7744e-11,5.0261e-11,1.1145e-10,9.6153e-11,6.9929e-11,5.2233e-10,5.4632e-11,6.7744e-11,1.9449e-10,1.7483e-10,4.8076e-11,4.5891e-11,5.2446e-11,5.2446e-11,5.2446e-11,5.6817e-11,5.6817e-11,5.4632e-11,2.4071e-09,8.0855e-11,1.6608e-10,5.2446e-11,5.4632e-11,9.8338e-11,5.0261e-11,6.7744e-11,4.8076e-11,1.5454e-09,5.9002e-11,2.7536e-10,6.3373e-11,2.5132e-10,9.1782e-11,4.3705e-11,5.9002e-11,1.3986e-10,8.9597e-11,2.1346e-08,3.0594e-11,2.0761e-10,1.2456e-10,6.9929e-11,9.9714e-09,3.4311e-10,7.2114e-11,3.1529e-07,3.3436e-10,4.5891e-11,8.3041e-11,4.5891e-11,6.5558e-11,5.2446e-11,2.4465e-09,1.0807e-08,1.2456e-10
3.199e-10,1.8575e-10,1.1052e-05,2.6831e-10,2.7862e-10,4.4691e-09,2.5799e-10,3.0958e-10,3.715e-10,2.4767e-10,4.747e-10,2.1671e-10,2.8894e-10,3.0958e-10,2.1671e-10,2.5799e-10,7.4301e-10,1.6511e-10,9.2878e-10,3.8182e-10,3.9214e-10,3.199e-10,5.8822e-10,3.0958e-10,3.715e-10,2.5799e-10,4.5406e-10,2.3735e-10,1.4447e-10,1.5116e-07,2.9926e-10,1.0423e-09,5.263e-10,4.8502e-10,2.4767e-10,3.9942e-09,2.4767e-10,2.7862e-10,7.1638e-09,7.1205e-10,8.31e-09,2.9926e-10,2.8278e-09,3.3022e-10,3.715e-10,4.6438e-10,3.199e-10,2.3735e-10,5.263e-10,4.5406e-10,3.3022e-10,2.4666e-09,2.5799e-10,3.199e-10,9.1845e-10,8.2557e-10,2.2703e-10,2.1671e-10,2.4767e-10,2.4767e-10,2.4767e-10,2.6831e-10,2.6831e-10,2.5799e-10,1.1367e-08,3.8182e-10,7.8429e-10,2.4767e-10,2.5799e-10,4.6438e-10,2.3735e-10,3.199e-10,2.2703e-10,7.298e-09,2.7862e-10,1.3003e-09,2.9926e-10,1.1868e-09,4.3342e-10,2.0639e-10,2.7862e-10,6.6045e-10,4.231e-10,1.008e-07,1.4447e-10,9.8038e-10,5.8822e-10,3.3022e-10,4.7088e-08,1.6202e-09,3.4054e-10,4.3405e-07,1.579e-09,2.1671e-10,3.9214e-10,2.1671e-10,3.0958e-10,2.4767e-10,1.1553e-08,5.1035e-08,5.8822e-10
9.7852e-11,5.6817e-11,2.6831e-10,3.1873e-06,8.5226e-11,1.367e-09,7.8913e-11,9.4695e-11,1.1363e-10,7.5756e-11,1.452e-10,6.6286e-11,8.8382e-11,9.4695e-11,6.6286e-11,7.8913e-11,2.2727e-10,5.0504e-11,2.8409e-10,1.1679e-10,1.1995e-10,9.7852e-11,1.7992e-10,9.4695e-11,1.1363e-10,7.8913e-11,1.3889e-10,7.26e-11,4.4191e-11,4.6235e-08,9.1539e-11,3.1882e-10,1.6098e-10,1.4836e-10,7.5756e-11,1.2218e-09,7.5756e-11,8.5226e-11,2.1913e-09,2.178e-10,2.5418e-09,9.1539e-11,8.6498e-10,1.0101e-10,1.1363e-10,1.4204e-10,9.7852e-11,7.26e-11,1.6098e-10,1.3889e-10,1.0101e-10,7.5447e-10,7.8913e-11,9.7852e-11,2.8094e-10,2.5253e-10,6.9443e-11,6.6286e-11,7.5756e-11,7.5756e-11,7.5756e-11,8.2069e-11,8.2069e-11,7.8913e-11,3.4769e-09,1.1679e-10,2.399e-10,7.5756e-11,7.8913e-11,1.4204e-10,7.26e-11,9.7852e-11,6.9443e-11,2.2323e-09,8.5226e-11,3.9774e-10,9.1539e-11,3.6301e-10,1.3257e-10,6.313e-11,8.5226e-11,2.0202e-10,1.2942e-10,3.0834e-08,4.4191e-11,2.9988e-10,1.7992e-10,1.0101e-10,1.4403e-08,4.956e-10,1.0417e-10,1.3349e-07,4.8297e-10,6.6286e-11,1.1995e-10,6.6286e-11,9.4695e-11,7.5756e-11,3.5338e-09,1.5611e-08,1.7992e-10
1.0162e-10,5.9002e-11,2.7863e-10,8.5226e-11,8.8504e-11,1.4196e-09,8.1948e-11,9.8338e-11,1.1801e-10,7.867e-11,1.5079e-10,6.8836e-11,9.1781e-11,9.8338e-11,6.8836e-11,8.1948e-11,2.3601e-10,5.2446e-11,2.9502e-10,1.2128e-10,1.2456e-10,1.0162e-10,1.8684e-10,9.8338e-11,1.1801e-10,8.1948e-11,1.4423e-10,7.5392e-11,4.589e-11,4.8014e-08,9.5059e-11,3.3108e-10,1.6718e-10,1.5406e-10,7.867e-11,1.2688e-09,7.867e-11,8.8504e-11,2.2755e-09,2.2618e-10,2.6396e-09,9.5059e-11,8.9824e-10,1.0489e-10,1.1801e-10,1.4751e-10,1.0162e-10,7.5392e-11,1.6718e-10,1.4423e-10,1.0489e-10,7.8349e-10,8.1948e-11,1.0162e-10,2.9174e-10,2.6224e-10,7.2114e-11,6.8836e-11,7.867e-11,7.867e-11,7.867e-11,8.5226e-11,8.5226e-11,8.1948e-11,3.6107e-09,1.2128e-10,2.4913e-10,7.867e-11,8.1948e-11,1.4751e-10,7.5392e-11,1.0162e-10,7.2114e-11,2.3182e-09,8.8504e-11,4.1303e-10,9.5059e-11,3.7697e-10,1.3767e-10,6.5558e-11,8.8504e-11,2.0979e-10,1.344e-10,3.2019e-08,4.589e-11,3.1141e-10,1.8684e-10,1.0489e-10,1.4957e-08,5.1466e-10,1.0817e-10,1.3863e-07,4.8297e-10,6.8836e-11,1.2456e-10,6.8836e-11,9.8338e-11,7.867e-11,3.6697e-09,1.6211e-08,1.8684e-10
1.6297e-09,9.4628e-10,4.4687e-09,1.3668e-09,1.4194e-09,4.4479e-05,1.3143e-09,1.5771e-09,1.8926e-09,1.2617e-09,2.4183e-09,1.104e-09,1.472e-09,1.5771e-09,1.104e-09,1.3143e-09,3.7852e-09,8.4113e-10,1.4649e-06,1.9451e-09,1.9977e-09,1.6297e-09,2.9966e-09,1.5771e-09,1.8926e-09,1.3143e-09,2.3131e-09,1.2091e-09,7.3599e-10,3.3204e-09,1.5246e-09,5.3099e-09,2.6812e-09,2.4709e-09,1.2617e-09,8.6825e-07,1.2617e-09,1.4194e-09,6.3966e-07,3.6275e-09,5.8333e-07,1.5246e-09,1.4406e-08,1.6823e-09,1.8926e-09,2.3657e-09,1.6297e-09,1.2091e-09,2.6812e-09,2.3131e-09,1.6823e-09,1.2566e-08,1.3143e-09,1.6297e-09,4.679e-09,4.2058e-09,1.1566e-09,1.104e-09,1.2617e-09,1.2617e-09,1.2617e-09,1.3668e-09,1.3668e-09,1.3143e-09,5.7908e-08,1.9451e-09,3.9955e-09,1.2617e-09,1.3143e-09,2.3657e-09,1.2091e-09,1.6297e-09,1.1566e-09,3.7179e-08,1.4194e-09,6.6242e-09,1.5246e-09,6.0459e-09,2.208e-09,1.0514e-09,1.4194e-09,3.3646e-09,2.1554e-09,8.8437e-09,7.3599e-10,4.9944e-09,2.9966e-09,1.6823e-09,5.5118e-08,8.2541e-09,1.7349e-09,1.0714e-08,8.0438e-09,1.104e-09,1.9977e-09,1.104e-09,1.5771e-09,1.2617e-09,5.8855e-08,4.091e-08,2.9966e-09
9.0325e-11,5.4632e-11,2.5799e-10,7.8913e-11,8.1948e-11,1.3144e-09,7.5878e-11,9.1053e-11,1.0926e-10,7.2842e-11,1.3962e-10,6.3737e-11,8.4983e-11,9.1053e-11,6.3737e-11,7.5878e-11,2.1853e-10,4.8561e-11,2.7317e-10,1.123e-10,1.1533e-10,9.4088e-11,1.73e-10,9.1053e-11,1.0926e-10,7.5878e-11,1.3355e-10,6.9807e-11,4.2491e-11,4.4457e-08,8.8018e-11,3.0656e-10,1.5479e-10,1.4265e-10,7.2842e-11,1.1748e-09,7.2842e-11,8.1948e-11,2.107e-09,2.0943e-10,2.4441e-09,8.8018e-11,8.3171e-10,9.7123e-11,1.0926e-10,1.3658e-10,9.4088e-11,6.9807e-11,1.5479e-10,1.3355e-10,9.7123e-11,7.2546e-10,7.5878e-11,9.4088e-11,2.7013e-10,2.4281e-10,6.6772e-11,6.3737e-11,7.2842e-11,7.2842e-11,7.2842e-11,7.8913e-11,7.8913e-11,7.5878e-11,3.3432e-09,1.123e-10,2.3067e-10,7.2842e-11,7.5878e-11,1.3658e-10,6.9807e-11,9.4088e-11,6.6772e-11,2.1465e-09,8.1948e-11,3.8244e-10,8.8018e-11,3.4905e-10,1.2748e-10,6.0702e-11,8.1948e-11,1.9425e-10,1.2444e-10,2.8462e-08,4.2491e-11,2.8834e-10,1.73e-10,9.7123e-11,1.3849e-08,4.7654e-10,1.0016e-10,1.2836e-07,4.644e-10,6.3737e-11,1.1533e-10,6.3737e-11,9.1053e-11,7.2842e-11,3.3979e-09,1.501e-08,1.73e-10
1.1291e-10,6.5558e-11,3.0959e-10,9.4695e-11,9.8337e-11,1.5773e-09,9.1053e-11,6.7062e-06,1.3112e-10,8.7411e-11,1.6754e-10,7.6484e-11,1.0198e-10,1.0926e-10,7.6484e-11,9.1053e-11,2.6224e-10,5.8274e-11,3.278e-10,1.3476e-10,1.384e-10,1.1291e-10,2.076e-10,1.0926e-10,1.3112e-10,9.1053e-11,1.6025e-10,8.3769e-11,5.0989e-11,5.3348e-08,1.0562e-10,3.6787e-10,1.8575e-10,1.7118e-10,8.7411e-11,1.4097e-09,8.7411e-11,9.8337e-11,2.5284e-09,2.5131e-10,2.9329e-09,1.0562e-10,9.9805e-10,1.1655e-10,1.3112e-10,1.639e-10,1.1291e-10,8.3769e-11,1.8575e-10,1.6025e-10,1.1655e-10,8.7055e-10,9.1053e-11,1.1291e-10,3.2416e-10,2.9138e-10,8.0127e-11,7.6484e-11,8.7411e-11,8.7411e-11,8.7411e-11,9.4695e-11,9.4695e-11,9.1053e-11,4.0119e-09,1.3476e-10,2.7681e-10,8.7411e-11,9.1053e-11,1.639e-10,8.3769e-11,1.1291e-10,8.0127e-11,2.5757e-09,9.8337e-11,4.5893e-10,1.0562e-10,4.1886e-10,1.5297e-10,7.2842e-11,9.8337e-11,2.331e-10,1.4933e-10,6.5516e-07,5.0989e-11,3.4601e-10,2.076e-10,1.1655e-10,1.6619e-08,5.7185e-10,1.2019e-10,1.961e-07,5.5728e-10,7.6484e-11,1.384e-10,7.6484e-11,1.0926e-10,8.7411e-11,4.0775e-09,1.8012e-08,2.076e-10
1.3549e-10,7.867e-11,3.7151e-10,1.1363e-10,1.18e-10,1.8928e-09,1.0926e-10,1.3112e-10,2.8937e-06,1.0489e-10,2.0105e-10,9.1781e-11,1.2238e-10,1.3112e-10,9.1781e-11,1.0926e-10,3.1469e-10,6.9929e-11,3.9336e-10,1.6171e-10,1.6608e-10,1.3549e-10,2.4912e-10,1.3112e-10,1.5734e-10,1.0926e-10,1.9231e-10,1.0052e-10,6.1187e-11,6.4018e-08,1.2675e-10,4.4144e-10,2.229e-10,2.0542e-10,1.0489e-10,1.6917e-09,1.0489e-10,1.18e-10,3.034e-09,3.0157e-10,3.5195e-09,1.2675e-10,1.1977e-09,1.3986e-10,1.5734e-10,1.9668e-10,1.3549e-10,1.0052e-10,2.229e-10,1.9231e-10,1.3986e-10,1.0447e-09,1.0926e-10,1.3549e-10,3.8899e-10,3.4965e-10,9.6152e-11,9.1781e-11,1.0489e-10,1.0489e-10,1.0489e-10,1.1363e-10,1.1363e-10,1.0926e-10,4.8142e-09,1.6171e-10,3.3217e-10,1.0489e-10,1.0926e-10,1.9668e-10,1.0052e-10,1.3549e-10,9.6152e-11,3.0909e-09,1.18e-10,5.5071e-10,1.2675e-10,5.0263e-10,1.8356e-10,8.7411e-11,1.18e-10,2.7972e-10,1.7919e-10,4.2693e-08,6.1187e-11,4.1521e-10,2.4912e-10,1.3986e-10,1.9943e-08,6.8622e-10,1.4423e-10,6.5248e-07,6.6873e-10,9.1781e-11,1.6608e-10,9.1781e-11,1.3112e-10,1.0489e-10,4.893e-09,2.1615e-08,2.4912e-10
9.0325e-11,5.2446e-11,2.4767e-10,7.5756e-11,7.867e-11,1.2619e-09,7.2842e-11,8.7411e-11,1.0489e-10,1.1387e-05,1.3403e-10,6.1188e-11,8.1584e-11,8.7411e-11,6.1188e-11,7.2842e-11,2.0979e-10,4.6619e-11,2.6224e-10,1.0781e-10,1.1072e-10,9.0325e-11,1.6608e-10,8.7411e-11,1.0489e-10,7.2842e-11,1.282e-10,6.7015e-11,4.0792e-11,4.2679e-08,8.4497e-11,2.9429e-10,1.486e-10,1.3695e-10,6.9929e-11,1.1278e-09,6.9929e-11,7.867e-11,2.0227e-09,2.0105e-10,2.3463e-09,8.4497e-11,7.9844e-10,9.3239e-11,1.0489e-10,1.3112e-10,9.0325e-11,6.7015e-11,1.486e-10,1.282e-10,9.3239e-11,6.9644e-10,7.2842e-11,9.0325e-11,2.5933e-10,2.331e-10,6.4101e-11,6.1188e-11,6.9929e-11,6.9929e-11,6.9929e-11,7.5756e-11,7.5756e-11,7.2842e-11,3.2095e-09,1.0781e-10,2.2145e-10,6.9929e-11,7.2842e-11,1.3112e-10,6.7015e-11,9.0325e-11,6.4101e-11,2.0606e-09,7.867e-11,3.6714e-10,8.4497e-11,3.3509e-10,1.2238e-10,5.8274e-11,7.867e-11,1.8648e-10,1.1946e-10,2.8462e-08,4.0792e-11,2.7681e-10,1.6608e-10,9.3239e-11,1.3295e-08,4.5748e-10,9.6152e-11,1.2322e-07,4.4582e-10,6.1188e-11,1.1072e-10,6.1188e-11,8.7411e-11,6.9929e-11,3.262e-09,1.441e-08,1.6608e-10
